RamanShift,0.625 mg/mL IgG1,1.25 mg/mL IgG1,2.5 mg/mL IgG1,5 mg/mL IgG1,10 mg/mL IgG1
969,45372.70132,45742.96075,47653.30317,52745.14088,63519.15485
968,45397.48276,45728.11053,47681.82374,52829.59286,63573.54587
967,45423.49389,45733.59657,47749.39396,52916.98352,63634.78634
966,45448.68562,45777.15353,47851.77908,52992.36913,63707.58483
965,45472.32599,45844.15453,47960.64384,53053.40031,63788.49694
964,45499.5016,45899.33303,48043.83219,53108.4572,63868.8367
963,45541.42708,45920.41317,48092.14171,53170.15827,63942.59431
962,45606.94096,45920.58727,48126.40918,53249.17467,64014.27769
961,45691.97349,45936.04468,48175.92864,53348.98703,64098.95925
960,45780.02164,45992.10506,48249.79012,53462.97175,64211.96125
959,45855.25385,46083.70235,48331.18681,53576.9385,64355.66546
958,45914.32873,46186.92926,48398.523,53676.75927,64514.76308
957,45965.25392,46283.67114,48447.40485,53755.7937,64663.65016
956,46018.29205,46372.64381,48490.77363,53817.52292,64779.28056
955,46081.01071,46461.14838,48543.47439,53873.38248,64850.96531
954,46159.025,46551.67639,48612.60448,53937.55674,64884.38058
953,46254.6012,46636.85358,48699.83838,54019.84022,64900.37947
952,46361.69484,46705.10934,48803.93881,54119.62105,64927.33681
951,46466.1192,46751.89712,48917.43711,54226.38532,64986.88804
950,46555.26499,46787.8883,49027.22203,54327.82506,65080.81714
949,46628.14872,46835.63883,49125.37751,54418.30263,65191.09347
948,46693.93784,46914.56105,49217.91917,54499.82877,65295.19983
947,46760.41881,47026.53387,49316.6283,54577.00846,65383.08957
946,46825.8522,47155.63925,49421.36339,54653.61958,65459.92767
945,46883.39866,47281.26459,49516.16023,54733.20747,65534.57587
944,46932.90412,47391.55475,49587.04244,54818.92778,65608.73442
943,46987.06812,47488.01659,49641.63606,54910.46773,65678.05731
942,47064.91804,47582.48413,49707.19696,55002.72894,65740.95984
941,47177.71945,47689.79136,49808.41004,55089.59005,65803.40392
940,47319.5931,47817.40767,49947.64169,55168.71872,65875.032
939,47471.52704,47957.75088,50105.04407,55242.64637,65961.53885
938,47616.01055,48092.84621,50255.10858,55317.64794,66059.90681
937,47749.64741,48210.49311,50383.9526,55403.26593,66159.88827
936,47882.46421,48315.20447,50495.22966,55509.52252,66251.69255
935,48025.33195,48420.5742,50603.04619,55638.88764,66335.00979
934,48178.71558,48532.77313,50718.82879,55780.00787,66420.3136
933,48333.86098,48646.79131,50842.44279,55914.12835,66518.722
932,48483.38874,48759.66366,50964.25945,56031.81079,66630.78943
931,48628.27653,48881.46165,51075.74353,56142.48296,66748.97125
930,48773.92282,49027.69858,51179.07435,56265.1221,66871.64987
929,48921.79394,49201.6349,51288.01906,56410.15175,67008.31682
928,49067.79237,49388.20026,51419.9643,56572.45329,67164.66675
927,49208.95936,49566.89154,51584.80409,56740.77334,67325.83604
926,49349.4237,49729.12759,51777.56959,56909.57694,67464.80597
925,49497.95181,49882.39471,51980.2194,57079.69721,67573.00004
924,49660.02275,50039.6985,52173.31879,57250.87368,67677.67866
923,49833.42513,50207.71224,52349.8373,57419.13851,67820.97713
922,50011.69972,50385.14428,52518.39925,57583.22287,68019.37053
921,50191.15424,50569.01585,52691.53119,57749.92933,68246.25139
920,50373.97721,50757.93516,52870.7605,57928.33956,68455.4705
919,50564.19409,50948.16487,53045.66975,58117.88305,68621.09524
918,50760.42542,51131.0503,53208.92662,58306.36821,68755.99847
917,50953.54763,51300.61834,53370.13329,58484.48599,68896.79291
916,51133.81031,51464.98881,53551.50682,58661.69201,69073.13601
915,51301.97451,51645.23849,53768.44424,58862.06489,69287.63752
914,51472.4336,51857.91308,54014.4856,59100.13524,69519.13459
913,51662.84494,52098.91433,54264.98552,59362.57102,69743.14607
912,51879.71441,52347.45849,54494.90241,59618.16957,69951.90305
911,52114.89785,52585.59703,54694.77927,59846.49419,70158.38563
910,52355.77553,52811.24727,54874.02953,60053.64338,70382.81455
909,52596.53986,53032.92327,55052.54606,60259.93677,70634.75896
908,52838.97992,53256.55227,55248.40469,60477.55262,70905.75097
907,53085.65653,53479.90503,55469.15991,60704.05756,71175.76571
906,53335.82135,53696.67392,55711.01049,60933.64116,71426.23424
905,53586.44635,53902.35551,55965.38631,61166.76613,71651.72974
904,53832.30068,54097.85029,56226.61719,61406.77156,71865.71882
903,54063.93159,54291.6753,56492.38904,61652.3142,72095.50433
902,54271.18132,54498.86926,56756.16028,61897.6704,72364.17477
901,54454.98083,54732.88604,57002.1529,62138.78569,72669.95279
900,54635.42286,54994.04594,57213.99556,62375.50107,72983.13315
899,54841.97486,55265.41749,57392.31303,62608.74678,73268.38462
898,55090.21558,55522.22429,57561.43866,62839.52784,73512.83889
897,55367.41004,55748.19741,57752.7993,63071.5424,73731.53066
896,55642.6109,55945.93708,57978.68686,63311.05563,73946.58003
895,55891.49765,56133.62178,58224.33091,63560.48411,74165.79953
894,56111.228,56330.91765,58467.5352,63812.11001,74382.96062
893,56313.00001,56545.01571,58703.11007,64050.55769,74592.15921
892,56504.45071,56768.35833,58943.46553,64263.62968,74793.82057
891,56682.73578,56990.02474,59196.20442,64452.07099,74987.44634
890,56844.31234,57208.63249,59448.31822,64629.56556,75166.94933
889,56997.58844,57431.59438,59677.85904,64812.82833,75327.77211
888,57161.61774,57661.21383,59878.47559,65009.84697,75474.13298
887,57349.87091,57885.61353,60065.591,65215.87759,75613.93435
886,57555.13565,58087.91981,60256.66688,65420.24364,75749.38536
885,57752.08841,58263.70776,60451.01134,65617.04382,75879.73329
884,57917.45976,58425.00535,60634.28514,65809.11883,76013.29484
883,58050.12914,58586.02276,60800.46912,66002.20376,76167.7516
882,58172.27905,58749.23811,60961.9798,66197.13145,76350.75912
881,58309.94238,58908.97967,61134.48813,66388.8289,76542.19236
880,58470.75788,59065.58156,61315.27167,66570.85795,76703.31953
879,58639.10713,59229.11098,61481.98837,66737.58481,76807.9408
878,58791.3796,59405.77301,61614.32623,66881.95747,76863.69485
877,58915.00078,59583.31898,61714.81062,66995.5809,76902.18594
876,59013.9054,59734.67771,61806.50682,67074.9393,76950.56707
875,59099.62868,59838.75675,61910.13837,67126.74554,77013.85428
874,59181.11435,59898.2046,62023.76246,67163.77,77080.85677
873,59262.87696,59936.8374,62125.2354,67194.76789,77141.06859
872,59347.98004,59980.05393,62195.52952,67221.3227,77193.71676
871,59437.68773,60037.6935,62240.07755,67245.84692,77244.00814
870,59527.92878,60104.32668,62285.65404,67279.00757,77295.34672
869,59610.0315,60172.65182,62354.22871,67334.10405,77346.72761
868,59678.18819,60242.82933,62440.66945,67413.28405,77396.25364
867,59735.81388,60318.27489,62519.18921,67503.27911,77445.63579
866,59792.40259,60396.80623,62572.18066,67588.41677,77501.14352
865,59853.58764,60471.81079,62609.16262,67667.44882,77570.91862
864,59915.98855,60543.4204,62655.43769,67754.95782,77661.83178
863,59973.52985,60623.79715,62726.27956,67865.30534,77778.18703
862,60028.45639,60725.92165,62817.31146,67996.4678,77921.04855
861,60093.64491,60846.61464,62917.31648,68130.26472,78085.70557
860,60180.96694,60964.21332,63020.8425,68247.06312,78258.30408
859,60285.60882,61055.44638,63123.67715,68338.96155,78416.48503
858,60382.92249,61113.7489,63213.22377,68409.81865,78536.61913
857,60444.41441,61150.07111,63274.21473,68465.66953,78603.36494
856,60460.71813,61177.67184,63306.06494,68507.72361,78614.54215
855,60450.13293,61198.91402,63327.81965,68534.62879,78579.55263
854,60443.06565,61206.83799,63360.67514,68548.85533,78515.49828
853,60456.17617,61197.05697,63407.29062,68557.36177,78443.75922
852,60481.28642,61176.8441,63451.46886,68564.41914,78384.70298
851,60499.56956,61163.77454,63476.70413,68565.79767,78349.18833
850,60505.28291,61175.81281,63481.64576,68554.00087,78332.7444
849,60513.74964,61219.80489,63478.37448,68530.90478,78320.4601
848,60546.00597,61286.1053,63480.50652,68512.49608,78301.48078
847,60607.37765,61354.36263,63495.31053,68517.36289,78281.02339
846,60681.87516,61407.81416,63523.94601,68550.50861,78278.49807
845,60745.89207,61444.87674,63564.30415,68601.51704,78312.61803
844,60786.05454,61477.59977,63612.33198,68658.84229,78385.43847
843,60806.3657,61519.0176,63663.24925,68721.09617,78477.55997
842,60823.38893,61572.49704,63714.36064,68790.4998,78558.465
841,60856.68557,61632.44856,63767.36272,68859.06695,78606.11321
840,60919.12164,61692.32617,63827.01221,68910.00093,78623.02777
839,61008.40368,61749.90582,63896.76083,68937.01414,78636.03698
838,61104.59192,61807.00392,63975.75346,68958.15593,78677.26553
837,61180.36774,61868.43822,64060.30968,69004.15082,78760.28303
836,61221.47566,61942.21417,64147.47162,69091.52448,78871.98497
835,61240.82239,62036.39778,64235.26888,69209.44867,78987.04274
834,61270.01906,62150.65627,64319.13345,69332.88558,79089.19223
833,61332.41383,62270.12026,64391.19334,69444.62252,79177.4988
832,61422.33861,62371.43897,64447.56059,69541.89042,79254.40866
831,61511.78949,62439.5923,64497.03868,69625.10015,79313.96755
830,61578.68714,62481.15291,64558.21474,69687.68307,79346.52235
829,61628.45097,62520.50605,64643.31384,69721.75952,79353.44865
828,61687.59756,62580.44024,64745.01483,69732.1808,79351.46011
827,61776.94902,62663.28437,64842.21874,69739.62575,79359.00854
826,61891.52976,62749.41552,64919.40116,69765.98485,79380.46716
825,62005.05073,62815.2399,64978.17143,69816.8822,79407.5258
824,62091.91812,62855.01975,65030.29517,69880.89899,79436.92485
823,62146.00843,62886.49055,65084.29251,69946.57964,79484.35858
822,62183.00792,62934.79572,65142.22834,70017.77425,79578.16866
821,62228.61296,63010.08614,65205.76773,70109.63328,79736.97919
820,62302.67439,63100.23783,65278.04848,70229.9752,79949.84138
819,62408.05877,63184.61075,65357.70805,70367.38757,80174.42515
818,62529.25579,63253.86712,65436.5003,70498.95675,80355.60631
817,62641.59301,63316.48563,65508.06055,70608.08241,80454.25839
816,62725.9267,63387.73376,65577.69852,70693.27573,80468.79578
815,62779.31328,63473.88068,65658.29965,70761.3812,80433.74726
814,62815.08049,63566.66707,65754.31891,70815.97628,80394.30766
813,62853.88501,63651.47049,65852.56038,70854.09194,80376.22011
812,62912.30401,63720.37642,65932.55032,70872.68824,80376.20692
811,62994.30555,63778.49504,65987.24379,70876.14748,80378.57222
810,63088.84972,63838.67279,66032.29648,70876.95726,80376.97341
809,63176.33218,63910.03375,66092.94668,70889.45555,80377.45016
808,63242.59442,63991.27663,66179.97376,70922.17402,80383.65689
807,63290.90011,64074.86295,66277.70206,70974.16871,80387.05046
806,63340.07788,64156.67721,66356.41788,71036.72421,80376.4465
805,63408.73984,64239.5292,66398.44956,71098.08993,80354.90606
804,63500.30677,64326.19639,66413.52907,71148.3862,80342.05373
803,63602.79714,64411.07531,66429.2586,71183.59946,80358.03257
802,63700.61807,64482.55641,66467.30012,71208.04702,80406.6106
801,63783.82442,64535.89681,66529.33936,71233.2012,80473.79136
800,63847.70317,64582.62945,66604.27905,71271.62591,80540.08714
799,63890.08348,64644.17285,66684.40228,71329.82326,80593.27657
798,63914.74889,64733.48878,66771.03899,71406.57747,80633.10797
797,63936.66316,64841.86931,66866.21014,71497.69449,80668.33822
796,63978.03692,64944.03476,66964.1703,71599.89018,80709.52038
795,64054.22622,65017.75589,67054.56589,71708.1925,80761.33533
794,64162.06424,65061.00197,67132.59458,71811.87292,80820.02709
793,64282.45612,65092.33213,67203.13925,71898.07436,80879.51427
792,64394.75796,65135.52195,67274.36406,71962.18642,80940.94331
791,64489.64758,65202.6533,67348.91159,72013.32397,81014.56779
790,64570.87678,65289.3545,67422.43197,72068.12251,81110.20059
789,64648.02957,65383.50854,67490.17708,72140.24245,81226.12618
788,64728.95457,65477.46026,67554.43983,72236.33341,81348.92144
787,64817.36211,65573.61188,67626.0301,72358.05873,81464.47039
786,64914.48174,65681.55442,67719.04624,72502.22915,81569.0253
785,65021.04555,65811.26695,67843.35128,72658.41686,81671.34515
784,65137.83011,65966.75143,67999.73864,72812.18417,81786.80468
783,65265.26127,66142.20808,68179.63822,72955.78998,81928.92479
782,65402.6755,66322.73394,68368.03459,73094.941,82101.82112
781,65547.46329,66490.86689,68547.97722,73241.51724,82296.29569
780,65695.21479,66635.8915,68706.44379,73399.56667,82493.36251
779,65842.20669,66759.01909,68840.53258,73561.63074,82675.19815
778,65988.87465,66870.93076,68959.97361,73719.8004,82835.70467
777,66140.15271,66985.94026,69082.27198,73877.09912,82981.82056
776,66300.95681,67118.86012,69223.19519,74045.03301,83126.19975
775,66471.4149,67283.93397,69390.91103,74231.61814,83280.2617
774,66648.23638,67490.57888,69588.16548,74435.77496,83452.98714
773,66831.78358,67736.72399,69816.91537,74653.99717,83651.69873
772,67030.99992,68008.96211,70077.44469,74888.47845,83880.48235
771,67260.53849,68294.60062,70363.85871,75145.39799,84139.53439
770,67533.5964,68595.66448,70666.32472,75427.77768,84430.47006
769,67857.78194,68928.87307,70983.27641,75736.773,84763.70892
768,68235.78646,69310.12835,71331.40145,76084.07044,85158.07999
767,68667.41778,69741.28677,71739.5305,76500.00458,85631.19123
766,69152.09037,70215.86526,72230.42866,77022.20657,86191.82133
765,69694.29204,70738.24456,72810.32652,77671.41311,86844.09982
764,70310.10061,71334.54504,73478.04096,78439.17009,87597.96933
763,71026.73754,72042.95602,74242.38415,79302.72666,88471.66313
762,71872.50613,72895.00892,75127.818,80254.18712,89482.06324
761,72868.25812,73908.79056,76165.31656,81316.7857,90635.12037
760,74034.15617,75100.89506,77385.16456,82537.44986,91930.18967
759,75408.14131,76503.95819,78823.68643,83970.17663,93376.80323
758,77053.35603,78171.06137,80531.78659,85666.81582,95007.18929
757,79034.78393,80157.40867,82561.24567,87669.73988,96867.36261
756,81369.58235,82481.48,84922.301,89986.92755,98982.23001
755,83977.07486,85077.38025,87534.67764,92547.20576,101306.1088
754,86656.04209,87759.89055,90203.85236,95164.16353,103682.8441
753,89104.18337,90229.31534,92639.16205,97544.8545,105844.4939
752,90979.69884,92131.88939,94509.78462,99353.10815,107466.3694
751,91990.2525,93161.13693,95523.86055,100302.4708,108266.3978
750,91979.37469,93156.08829,95510.6668,100239.3208,108104.0499
749,90973.86013,92149.1832,94478.20852,99185.79246,107026.3929
748,89169.81613,90344.35829,92617.06847,97329.97151,105238.7494
747,86865.22676,88042.68438,90240.25245,94967.90893,103023.725
746,84371.78094,85553.44481,87683.46751,92418.34499,100656.9175
745,81941.77425,83125.0236,85213.96059,89942.91892,98353.62762
744,79731.02575,80912.59896,82987.00634,87701.86879,96249.26005
743,77800.57837,78981.64659,81055.26293,85755.28895,94399.99083
742,76146.58935,77334.30265,79406.93891,84096.17799,92797.44619
741,74739.37397,75941.26086,78004.29244,82690.31203,91399.42307
740,73551.03549,74765.23716,76808.50186,81503.14358,90169.26344
739,72560.97491,73771.18887,75791.00733,80507.19982,89100.84053
738,71746.07256,72927.71223,74934.7226,79675.87933,88210.4989
737,71073.15666,72207.08506,74226.79081,78976.30641,87505.1081
736,70504.96539,71587.28252,73647.07895,78371.87232,86958.04088
735,70013.98125,71053.63642,73162.23574,77834.40523,86515.76468
734,69589.32357,70597.09433,72733.893,77354.74865,86126.34479
733,69229.66778,70210.28323,72337.23624,76940.44449,85762.36436
732,68930.34803,69885.39224,71973.39029,76601.43578,85422.46059
731,68678.1784,69614.82091,71661.58566,76336.12179,85119.16674
730,68457.80701,69390.84942,71415.82067,76128.39078,84867.84774
729,68260.50778,69202.04508,71227.1206,75954.97963,84680.02844
728,68085.08382,69031.18568,71067.88524,75795.25027,84555.60776
727,67931.55737,68861.63847,70913.03554,75637.78011,84474.91778
726,67797.32185,68689.93524,70757.09825,75482.82632,84401.13169
725,67680.91579,68531.35875,70613.05978,75340.17965,84298.6348
724,67586.64808,68408.74877,70498.18878,75221.74162,84156.28021
723,67520.5961,68332.49421,70421.83541,75132.43717,83995.74435
722,67480.19024,68291.48236,70382.7019,75067.12184,83856.17144
721,67450.68137,68264.27658,70371.54755,75016.55629,83766.56581
720,67415.8308,68237.84906,70373.94185,74975.35709,83727.25916
719,67372.56025,68214.06955,70373.78546,74942.39118,83713.29823
718,67332.48516,68200.05038,70359.85482,74914.21759,83694.80655
717,67307.70101,68196.83635,70331.99131,74882.28902,83657.42546
716,67297.01522,68199.50829,70300.2784,74840.51693,83608.1897
715,67288.25847,68204.99349,70276.21585,74795.6149,83565.23414
714,67272.67526,68215.00904,70263.28981,74766.56824,83542.19367
713,67253.35333,68230.67893,70255.14499,74770.3286,83539.9972
712,67238.55483,68247.66367,70242.09838,74806.21474,83549.84827
711,67230.3467,68259.14134,70219.7816,74853.81757,83561.31404
710,67223.78202,68262.67376,70193.52976,74886.55217,83567.90509
709,67216.84422,68262.40028,70176.3069,74889.36501,83568.28411
708,67216.76902,68264.97759,70181.47098,74867.00585,83565.75029
707,67232.9611,68274.95614,70213.78289,74838.22004,83567.2411
706,67264.24531,68293.67903,70264.06531,74822.02573,83580.08987
705,67296.41123,68320.1267,70312.81278,74826.91458,83606.24522
704,67314.68644,68351.2452,70342.4549,74850.0321,83638.43253
703,67318.3446,68382.46569,70349.50974,74884.38993,83663.78738
702,67321.45395,68409.60733,70345.74835,74925.39184,83674.33922
701,67338.3954,68430.68407,70346.76577,74970.18879,83675.7506
700,67369.02046,68445.94249,70358.99576,75012.84479,83684.86592
699,67398.88422,68457.46169,70378.09724,75044.2291,83715.84986
698,67414.5643,68469.9292,70399.29219,75059.83438,83766.57824
697,67418.79424,68490.22898,70426.86823,75067.31939,83819.12033
696,67430.45721,68522.53589,70471.27047,75083.13245,83855.63656
695,67469.53793,68562.10239,70537.00315,75119.0422,83874.45186
694,67541.22694,68596.41862,70615.52314,75171.95469,83889.0117
693,67632.68397,68616.16664,70691.29355,75228.05892,83910.48182
692,67722.84753,68625.47886,70753.78592,75276.63504,83934.24772
691,67794.74197,68638.91477,70802.2606,75318.09951,83947.26015
690,67840.93768,68667.05148,70840.04034,75358.01743,83948.09342
689,67861.90747,68706.84528,70867.55847,75395.64066,83954.23574
688,67862.82381,68747.97675,70883.34013,75422.17562,83984.89143
687,67852.26353,68786.99893,70890.7195,75432.36965,84037.91941
686,67841.48048,68831.39952,70900.53341,75436.31406,84088.87386
685,67841.72158,68888.39453,70925.10798,75456.02358,84114.98394
684,67859.66756,68952.58812,70969.13555,75506.96388,84117.43345
683,67893.64425,69008.2476,71026.02029,75581.65758,84117.89513
682,67933.66077,69044.24302,71082.12457,75652.45535,84135.70551
681,67966.79382,69064.80479,71124.57344,75692.95109,84172.18675
680,67986.1344,69084.72704,71147.39377,75699.76971,84215.79807
679,67997.4679,69115.6349,71153.8181,75695.75628,84255.84169
678,68017.02829,69158.50798,71154.69109,75711.97593,84286.78264
677,68059.67472,69208.026,71163.37956,75763.60182,84303.23545
676,68126.23401,69260.03565,71188.8221,75838.46728,84299.63851
675,68201.59353,69312.13086,71230.42946,75905.73884,84279.59653
674,68266.31161,69358.79403,71278.59335,75937.15382,84262.32647
673,68311.72513,69390.77856,71321.13132,75925.74104,84273.19581
672,68345.07138,69402.65917,71351.50531,75890.07556,84323.83486
671,68380.81277,69400.46001,71372.95578,75862.10924,84401.47327
670,68426.96129,69399.10073,71395.44394,75867.11807,84479.08227
669,68478.30951,69410.86205,71427.72256,75909.22517,84536.66203
668,68520.7801,69437.09307,71470.92262,75971.7261,84573.47352
667,68541.86338,69471.52628,71519.01214,76030.5015,84601.73378
666,68539.22301,69509.38627,71565.45236,76069.68206,84631.08504
665,68522.52549,69550.19402,71609.41865,76088.90054,84660.27799
664,68508.05117,69592.01464,71655.17555,76099.8156,84682.62688
663,68509.48144,69627.70125,71705.11354,76117.4786,84697.06736
662,68530.78629,69651.59694,71753.80888,76152.92376,84712.25136
661,68566.28636,69669.80486,71789.93325,76209.20825,84739.87203
660,68607.41794,69699.06958,71805.17847,76280.49001,84784.68148
659,68649.65764,69751.17801,71802.43308,76354.42074,84840.84103
658,68693.3749,69818.17091,71795.96109,76418.08886,84896.94235
657,68739.57517,69875.55353,71803.16619,76464.70644,84944.24236
656,68787.20625,69902.52153,71834.09983,76496.09129,84981.37798
655,68835.5374,69900.28353,71886.03635,76519.06316,85012.87028
654,68887.05889,69891.43004,71946.24973,76539.6173,85043.23359
653,68944.64255,69901.76299,72000.38023,76560.26082,85071.45131
652,69004.80767,69941.1707,72040.61298,76581.44073,85091.62505
651,69056.34264,69998.70245,72069.10722,76603.7753,85102.1806
650,69089.12714,70053.79033,72095.94807,76628.98283,85117.06029
649,69105.57827,70093.35563,72133.7612,76660.63014,85165.36484
648,69121.85529,70121.40929,72191.30394,76704.9455,85272.42
647,69155.47805,70154.23009,72267.78669,76768.41738,85434.32251
646,69210.31481,70205.62732,72350.70658,76850.49588,85610.44058
645,69272.89136,70274.98178,72420.635,76937.54699,85745.83386
644,69322.71502,70348.08398,72462.46222,77007.49164,85806.669
643,69346.81623,70408.79546,72475.4769,77044.93098,85797.55933
642,69347.18686,70450.05109,72472.84669,77053.02705,85747.64367
641,69337.84697,70475.52621,72469.87822,77048.8658,85683.26316
640,69335.90664,70494.08474,72472.23209,77046.23714,85614.93811
639,69352.58428,70514.46619,72475.92237,77044.26435,85545.75727
638,69388.27437,70542.64174,72477.66746,77033.47213,85483.63355
637,69433.90467,70578.71427,72481.98791,77010.26623,85440.12604
636,69478.20563,70613.57011,72495.88884,76982.28592,85419.60906
635,69516.14915,70631.72077,72518.14874,76960.46595,85415.38853
634,69551.44435,70623.30242,72537.97501,76950.15362,85418.76514
633,69590.25473,70596.00194,72546.73751,76951.89865,85429.03627
632,69631.95853,70572.96357,72549.80001,76967.1984,85451.25599
631,69666.82541,70575.43912,72563.94621,76998.45275,85485.29499
630,69684.18033,70606.39806,72602.03906,77043.64263,85521.9192
629,69683.71221,70651.75871,72660.96839,77096.30685,85553.07187
628,69678.73028,70697.18765,72724.99556,77153.72954,85585.06777
627,69687.8031,70741.77925,72779.89659,77221.82403,85637.84869
626,69722.45124,70794.51697,72823.0646,77306.82619,85727.89741
625,69781.69429,70859.37667,72860.95172,77402.17517,85850.64091
624,69856.46794,70926.86064,72899.15081,77488.74704,85979.87944
623,69937.21783,70980.72524,72936.67299,77551.53495,86085.03717
622,70016.90292,71011.12279,72969.63602,77594.03322,86150.05671
621,70089.05907,71020.20427,72999.05399,77632.37308,86177.87051
620,70146.76215,71017.27457,73033.29274,77675.2018,86180.04653
619,70186.00088,71012.43819,73081.21272,77712.73968,86165.22322
618,70209.77439,71016.01137,73141.67795,77727.6288,86138.07022
617,70226.88309,71039.92838,73200.06512,77714.67432,86106.24642
616,70245.28187,71093.17119,73237.23383,77687.47965,86083.25866
615,70266.50811,71172.30225,73244.87257,77666.38036,86081.26884
614,70286.68036,71258.22202,73233.95998,77662.22352,86101.56881
613,70302.29195,71326.67248,73228.06525,77672.13042,86134.47876
612,70314.41929,71365.16561,73246.55109,77688.41755,86169.45715
611,70327.97672,71380.47671,73291.76321,77709.19778,86203.6579
610,70348.5127,71389.90643,73350.27143,77740.49032,86239.22
609,70380.23783,71406.25587,73405.58848,77789.55861,86274.22932
608,70425.32198,71431.34013,73450.91353,77856.33331,86300.62342
607,70482.32519,71461.42211,73491.98543,77929.99895,86313.18549
606,70544.21549,71494.93488,73538.79781,77993.58252,86318.60252
605,70599.66911,71533.17879,73593.45752,78033.93185,86332.17461
604,70639.59177,71575.65872,73644.75784,78050.46111,86364.77159
603,70664.7516,71618.2536,73675.7951,78056.38426,86414.91262
602,70687.06419,71657.13884,73680.3436,78071.46221,86474.00387
601,70721.31129,71693.13241,73673.94208,78111.33826,86535.96743
600,70772.93185,71730.98032,73687.10823,78180.17252,86598.14261
599,70832.66276,71775.0291,73743.30688,78269.95596,86654.2393
598,70884.24737,71826.85368,73840.37927,78365.58644,86693.2033
597,70919.72769,71886.8547,73953.0916,78452.61603,86710.87976
596,70948.5683,71956.3958,74054.47046,78524.06478,86722.03519
595,70991.16556,72037.05152,74135.37068,78582.87872,86755.06948
594,71061.53336,72127.99613,74204.99715,78638.52439,86830.01917
593,71154.84777,72225.17127,74275.74732,78700.21766,86941.13253
592,71251.78766,72323.88874,74350.77713,78772.1958,87062.57231
591,71336.25462,72423.11724,74426.80425,78854.60132,87171.55103
590,71411.14298,72528.45117,74506.5105,78948.11498,87265.64226
589,71499.46603,72651.57739,74605.27916,79057.21558,87359.93842
588,71631.19006,72805.97779,74744.54413,79189.60367,87472.51079
587,71828.2567,73002.82781,74939.98183,79355.86929,87617.71157
586,72104.3887,73256.73476,75202.88856,79578.05554,87818.10409
585,72489.70683,73609.94151,75567.19372,79911.9251,88129.74193
584,73070.16621,74166.21952,76130.19356,80472.1719,88663.82422
583,74004.05507,75098.60472,77065.03175,81429.84901,89580.36652
582,75467.64763,76587.38199,78557.1461,82947.96802,91029.27423
581,77519.92982,78683.80953,80661.4391,85055.38982,93037.39052
580,79955.38348,81169.20589,83156.46246,87522.23193,95391.93193
579,82269.98192,83527.74778,85520.05509,89841.97962,97615.57097
578,83821.90222,85108.0951,87099.16119,91386.88487,99104.65101
577,84128.55528,85418.58222,87408.51244,91685.52328,99394.47675
576,83117.68498,84382.14992,86378.54484,90662.572,98401.31708
575,81160.60952,82378.96469,84388.00127,88681.10775,96476.48626
574,78866.91907,80043.56794,82061.38731,86354.45846,94226.4665
573,76788.30445,77954.36412,79970.89222,84252.71269,92216.91813
572,75222.85677,76415.88398,78428.67669,82689.76203,90751.69169
571,74203.91009,75439.67197,77461.63121,81693.95885,89840.71224
570,73614.26173,74874.65501,76924.73602,81124.52772,89323.34978
569,73308.80933,74555.52393,76641.01123,80815.78958,89023.47263
568,73174.89596,74374.56616,76484.15115,80656.53738,88833.99001
567,73136.56081,74275.67309,76391.21201,80592.36655,88714.9246
566,73142.32917,74225.13579,76339.63734,80594.78952,88653.55625
565,73159.26127,74199.53604,76322.93214,80639.16372,88636.08199
564,73171.27899,74189.39529,76337.06051,80701.78324,88644.28195
563,73175.48187,74199.40874,76374.97933,80765.2315,88663.82597
562,73177.50897,74238.42269,76425.77589,80821.3235,88689.3736
561,73188.31133,74308.26659,76477.67831,80869.55389,88722.60639
560,73219.84489,74400.6366,76523.1749,80913.25737,88766.6968
559,73277.52955,74501.43812,76562.09985,80955.48033,88821.3882
558,73354.06589,74596.96945,76599.87888,80996.40225,88881.37146
557,73431.77844,74678.51062,76642.62548,81034.09408,88938.75424
556,73493.63517,74744.58353,76693.48305,81068.22676,88987.62787
555,73534.28228,74800.23664,76752.63383,81103.20164,89027.01768
554,73562.43855,74853.22913,76819.32498,81146.97341,89060.56015
553,73594.21792,74909.32138,76892.91128,81205.65873,89094.99351
552,73643.61297,74969.7625,76972.18524,81278.26386,89139.77596
551,73716.0191,75031.67102,77054.64129,81356.4079,89206.3518
550,73806.55443,75089.55516,77136.88423,81430.01743,89303.57386
549,73902.38486,75137.1056,77215.46916,81494.68752,89430.06382
548,73987.97183,75170.45117,77287.28794,81554.44599,89570.44537
547,74051.71345,75192.72854,77350.14292,81617.36563,89701.53558
546,74091.33684,75215.99116,77404.20199,81688.0243,89805.61102
545,74115.45978,75256.26524,77452.91247,81764.05329,89880.04927
544,74140.52325,75323.58552,77501.25904,81839.98083,89935.30387
543,74184.24845,75415.12872,77552.42759,81913.65398,89984.39401
542,74257.79544,75517.7683,77606.93713,81987.56712,90034.59069
541,74359.64734,75617.48331,77665.6539,82063.43053,90087.76087
540,74474.94919,75706.7715,77732.24756,82136.77547,90145.62094
539,74582.42575,75784.47679,77810.25634,82199.30037,90211.71861
538,74665.95447,75851.25322,77897.67138,82247.95438,90287.75829
537,74723.04694,75907.7778,77987.71718,82290.97699,90370.0725
536,74763.80675,75957.60022,78077.77839,82343.0823,90452.08425
535,74801.63251,76009.46826,78175.72778,82413.21107,90530.73062
